hypothesis,publication_id,title,doi,authors,year,abstract,full_text,subjects,topics,journals,publisher
limiting similarity hypothesis,42132664,Similarity,10.1002/wcs.1282,"Hahn, Ulrike",2014,"Similarity is a fundamental concept within Cognitive Science. It is routinely invoked in the explanation of cognitive processes as diverse as memory retrieval, categorization, visual search, problem solving, learning, language processing, reasoning, and social behavior. At the same time, it is of fundamental practical concern to computer scientists concerned with clustering and machine learning, and it figures in many philosophical contexts. Crucially, ‘similar’ is not a relationship that simply reflects objective properties of the objects under consideration but rather is dependent on how those objects are represented by an observer. This ties theories of similarity closely to theories of representation",,psyc,psyc,,'Wiley'
limiting similarity hypothesis,291374416,Approximating proximities by similarities,,"Garmendia Salvador, Luis, Recasens Ferrés, Jorge",,In this paper an algorithm to find a similarity close to a proximity or tolerance relation R is given. The obtained similarity is closer to R than its transitive closure or any transitive opening of R.Peer Reviewe,,"info:eu-repo/semantics/publishedVersion, info:eu-repo/semantics/conferenceObject","Àrees temàtiques de la UPC::Matemàtiques i estadística::Lògica matemàtica, Fuzzy logic, Proximity, Tolerance relation, Similarity, Transitive closure, Transitive opening, Lògica difusa",,Univ. Malaga
limiting similarity hypothesis,293740662,"Similarity, Kernels and the Triangle Inequality",10.1016/j.jmp.2008.03.001,"Jäkel, F., Schölkopf, B., Wichmann, F. A.",2008,"Similarity is used as an explanatory construct throughout psychology and multidimensional scaling (MDS) is the most popular way to assess similarity. In MDS, similarity is intimately connected to the idea of a geometric representation of stimuli in a perceptual space. Whilst connecting similarity and closeness of stimuli in a geometric representation may be intuitively plausible, Tversky and Gati Tversky, A., & Gati, I. (1982). Similarity, separability, and the triangle inequality. Psychological Review, 89(2), 123–154 have reported data which are inconsistent with the usual geometric representations that are based on segmental additivity. We show that similarity measures based on Shepard’s universal law of generalization Shepard, R. N. (1987). Toward a universal law of generalization for psychologica science. Science, 237(4820), 1317–1323 lead to an inner product representation in a reproducing kernel Hilbert space. In such a space stimuli are represented by their similarity to all other stimuli. This representation, based on Shepard’s law, has a natural metric that does not have additive segments whilst still retaining the intuitive notion of connecting similarity and distance between stimuli. Furthermore, this representation has the psychologically appealing property that the distance between stimuli is bounded",,"Artikel, NonPeerReviewed",,,'Elsevier BV'
limiting similarity hypothesis,24275444,Non-Linear Similarity Revisited,,"Ian Hambleton, Erik, Erik K. Pedersen, Then V",2007,this paper is to give new restrictions on the existence of non-linear similarities using techniques from bounded topology,,text,,,
limiting similarity hypothesis,45872931,"Similarity, Kernels, and the Triangle Inequality",10.1016/j.jmp.2008.03.001,"Jäkel, F., Schölkopf, B., Wichmann, F.",2008,"Similarity is used as an explanatory construct throughout psychology and multidimensional scaling (MDS) is the most popular way to assess similarity. In MDS, similarity is intimately connected to the idea of a geometric representation of stimuli in a perceptual space. Whilst connecting similarity and closeness of stimuli in a geometric representation may be intuitively plausible, Tversky and Gati [Tversky, A., Gati, I. (1982). Similarity, separability, and the triangle inequality. Psychological Review, 89(2), 123154] have reported data which are inconsistent with the usual geometric representations that are based on segmental additivity. We show that similarity measures based on Shepards universal law of generalization [Shepard, R. N. (1987). Toward a universal law of generalization for psychologica science. Science, 237(4820), 13171323] lead to an inner product representation in a reproducing kernel Hilbert space. In such a space stimuli are represented by their similarity to all other stimuli. This representation, based on Shepards law, has a natural metric that does not have additive segments whilst still retaining the intuitive notion of connecting similarity and distance between stimuli. Furthermore, this representation has the psychologically appealing property that the distance between stimuli is bounded",,info:eu-repo/semantics/article,,,
limiting similarity hypothesis,24538256,Learning distance function by coding similarity,,"Aharon Bar Hillel, Daphna Weinshall",2006,"We consider the problem of learning a similarity function from a set of positive equivalence constraints, i.e. ’similar ’ point pairs. We define the similarity in information theoretic terms, as the gain in coding length when shifting from independent encoding of the pair to joint encoding. Under simple Gaussian assumptions, this formulation leads to a non-Mahalanobis similarity function which is efficient and simple to learn. This function can be viewed as a likelihood ratio test, and we show that the optimal similaritypreserving projection of the data is a variant of Fisher Linear Discriminant. We also show that under some naturally occurring sampling conditions of equivalence constraints, this function converges to a known Mahalanobis distance (RCA). The suggested similarity function exhibits superior performance over alternative Mahalanobis distances learnt from the same data. Its superiority is demonstrated in the context of image retrieval and graph based clustering, using a large number of data sets. 1",,text,,,
limiting similarity hypothesis,302847457,Similarity of samples and trimming,10.3150/11-BEJ351,"Álvarez-Esteban, PC, Barrio, ED, Cuesta-Albertos, JA, Matrán, C",2012,We say that two probabilities are similar at level $\alpha$ if they are contaminated versions (up to an $\alpha$ fraction) of the same common probability. We show how this model is related to minimal distances between sets of trimmed probabilities. Empirical versions turn out to present an overfitting effect in the sense that trimming beyond the similarity level results in trimmed samples that are closer than expected to each other. We show how this can be combined with a bootstrap approach to assess similarity from two data samples,,Journal article,"math.ST, math.ST, stat.TH",Bernoulli,'Bernoulli Society for Mathematical Statistics and Probability'
limiting similarity hypothesis,101943288,and P.Ronkainen; Similarity of Attributes by External Probes,,"Gautam Das, Heikki Mannila, Pirjo Ronkainen",1998,"In data mining, similarity or distance between attrib-utes is one of the central notions. Such a notion can be used to build attribute hierarchies etc. Similarity metrics can be user-defined, but an important prob-lem is defining similarity on the basis of data. Several methods based on statistical techniques exist. For de-fining the similarity between two attributes A and B they typically consider only the values of A and B, not the other attributes. We describe how a similarity no-tion between attributes can be defined by considering the values of other attributes. The basic idea is that in a 0/1 relation r, two attributes A and B are similar if the subrelations aA=l(r) and aB=~(r) are similar. Similarity between the two relations is defined by con-sidering the marginal frequencies of a selected subset of other attributes. We show that the framework pro-duces natural notions of similarity. Empirical results on the Reuters-21578 document dataset show, for ex-ample, how natural classifications for countries can be discovered from keyword distributions in documents. The similarity notion is easily computable with scal-able algorithms",,text,,,
limiting similarity hypothesis,534989223,The Theory of Similarity and Applications to Models,10.1007/978-3-030-79217-6_4,Longo S. G.,2021,"The concept of similarity is&nbsp;widely used in many fields of geometry and mathematics; for application purposes, it is necessary to extend and to specify it according to the field of interest. In our case, the concept of similarity is closely related to the theory of physical models, with applications also in the interpretation of complex systems. In some cases, it is advantageous to distort the model, to amplify one dimension with respect to the others to facilitate measurements or reduce uncertainties, or to ensure the balance of certain quantities",,info:eu-repo/semantics/bookPart,,,'Springer Science and Business Media LLC'
limiting similarity hypothesis,555568921,Compute Similarity Measure,10.6084/m9.figshare.22217470.v1,samia Alblwi (14497517),2023,"  In this project, we introduce the data that we generated for our experiment, and explain how readers can duplicate our experiment using the data.</p",,"Dataset, Dataset","Software testing, verification and validation, TEST, PYTHON",,
limiting similarity hypothesis,227344742,Drivers of structural similarity,10.17632/65fj8z3tg5.1,"Beck, K (via Mendeley Data)",2018,The dataset contains a measure of structural similarity/convergence (pairwise Krugman specialization index) along with 54 potential determinants of structural similarity,,Interdisciplinary sciences,Interdisciplinary sciences,,
limiting similarity hypothesis,103587451,"Similarity, feature discovery, and the size principle",,"Daniel J. Navarro, Amy F. Perfors",2010,"In this paper we consider the “size principle ” for featural similarity, which states that rare features should be weighted more heavily than common fea-tures in people’s evaluations of the similarity between two entities. Specif-ically, it predicts that if a feature is possessed by n objects, the expected weight scales according to a 1/n law. One justification of the size principle emerges from a Bayesian analysis of simple induction problems (Tenenbaum &amp; Griffiths 2001), and is closely related to work by Shepard (1987) propos-ing universal laws for inductive generalization. In this article, we (1) show that the size principle can be more generally derived as an expression of a form of representational optimality, and (2) present analyses suggesting that across 11 different data sets in the domains of animals and artifacts, human judgments are in agreement with this law. A number of implications are discussed",,text,,,
limiting similarity hypothesis,29461530,Approximate reasoning based on similarity,10.1002/(SICI)1521-3870(200001)46:1,"Biacino, L, Gerla, G, Ying, M",2000,"The connection between similarity logic and the theory of closure operators is examined. Indeed one proves that the consequence relation defined in [14] can be obtained by composing two closure operators and that the resulting operator is still a closure operator. Also, we extend any similarity into a similarity which is compatible with the logical equivalence, and we prove that this gives the same consequence relation",,Journal Article,General Mathematics,issn:0942-5616,'Wiley'
limiting similarity hypothesis,100304216,Clustering Using a Similarity Measure Based on Shared Nearest Neighbors,,"R. A. Jarvis, Edward, A. Patrick",1973,"Abstract-A nonparametric clustering technique incorporating the concept of similarity based on the sharing of near neighbors is pre-sented. In addition to being an essentially paraliel approach, the com-putational elegance of the method is such that the scheme is applicable to a wide class of practical problems involving large sample size and high dimensionality. No attempt is made to show how a priori problem knowledge can be introduced into the procedure. Index Terms-Clustering, nonparametric, pattern recognition, shared near neighbors, similarity measure. I",,text,,,
limiting similarity hypothesis,150793429,"Similarity distributions of regional cuisine pairs with different topological distance (, , , ).",10.1371/journal.pone.0079161.g009,"Yu-Xiao Zhu (486563), Junming Huang (478336), Zi-Ke Zhang (110131), Qian-Ming Zhang (284215), Tao Zhou (117050), Yong-Yeol Ahn (220468)",2013,<p>(A): result for all regional cuisines; (B): result when neglecting outliers.</p,,"Image, Figure","Earth and Environmental Sciences, Biological Sciences, Science Policy, distributions, cuisine, pairs, topological",,
limiting similarity hypothesis,287850292,The triangle inequality constraint in similarity judgments,10.1016/j.pbiomolbio.2017.03.005,"Yearsley J. M., Barque-Duran A., Scerrati E., Hampton J. A., Pothos E. M.",2017,"Since Tversky's (1977) seminal investigation, the triangle inequality, along with symmetry and minimality, have had a central role in investigations of the fundamental constraints on human similarity judgments. The meaning of minimality and symmetry in similarity judgments has been straightforward, but this is not the case for the triangle inequality. Expressed in terms of dissimilarities, and assuming a simple, linear function between dissimilarities and distances, the triangle inequality constraint implies that human behaviour should be consistent with Dissimilarity (A,B) + Dissimilarity (B,C) ≥ Dissimilarity (A,C), where A, B, and C are any three stimuli. We show how we can translate this constraint into one for similarities, using Shepard's (1987) generalization law, and so derive the multiplicative triangle inequality for similarities, Sim(A,C)≥Sim(A,B)⋅Sim(B,C) where 0≤Sim(x,y)≤1. Can humans violate the multiplicative triangle inequality? An empirical demonstration shows that they can",,info:eu-repo/semantics/article,"Quantum theory, Shepard's generalization law, Similarity, Triangle inequality, Human, Judgment, Models, Theoretical",,'Elsevier BV'
limiting similarity hypothesis,161590774,Similarity Based Rough Sets,10.1007/978-3-319-60840-2_7,"Nagy Dávid, Mihálydeák Tamás, Aszalós Lászó, Nagy Dávid (1990-) (programtervező informatikus), Mihálydeák Tamás (1955-) (filozófus, matematikus), Aszalós László (1969-) (matematikus)",2018,"Pawlak’s indiscernibility relation (which is an equivalence relation) represents a limit of our knowledge embedded in an information system. In many cases covering approximation spaces rely on tolerance relations instead of equivalence relations. In real practice (for example in data mining) tolerance relations may be generated from the properties of objects. A given tolerance relation represents similarity between objects, but the usage of similarity is very special: it emphasizes the similarity to a given object and not the similarity of objects ‘in general’. The authors show that this usage has some problematic consequences. The main goal of the paper is to show that if one uses the method of correlation clustering then there is a way to construct a general (partial) approximation space with disjoint base sets relying on the similarity of objects generated by their properties. At the end a software describing a real life problem is presented",,könyvrészlet,"tanulmány, értekezés, Rough set theory, correlation clustering, set approximation",,'Springer Science and Business Media LLC'
limiting similarity hypothesis,85527927,The distribution family of similarity distances,,"Burghouts, G.J., Smeulders, A.W.M., Geusebroek, J.-M.",2009,"Assessing similarity between features is a key step in object recognition and scene categorization tasks. We argue that knowledge on the distribution of distances generated by similarity functions is crucial in deciding whether features are similar or not. Intuitively one would expect that similarities between features could arise from any distribution. In this paper, we will derive the contrary, and report the theoretical result that L p-norms -a class of commonly applied distance metrics- from one feature vector to other vectors are Weibull-distributed if the feature values are correlated and non-identically distributed. Besides these assumptions being realistic for images, we experimentally show them to hold for various popular feature extraction algorithms, for a diverse range of images. This fundamental insight opens new directions in the assessment of feature similarity, with projected improvements in object and scene recognition algorithms",,info:eu-repo/semantics/article,"Object recognition, Scene recognition, Feature extraction algorithms",,
limiting similarity hypothesis,92540268,Inequalities between similarities for numerical data,10.1007/s00357-016-9200-z,"Warrens, Matthijs J.",2016,Similarity measures are entities that can be used to quantify the similarity between two vectors with real numbers. We present inequalities between seven well known similarities. The inequalities are valid if the vectors contain non-negative real numbers,,info:eu-repo/semantics/article,"Bray-Curtis similarity, Ruzicka similarity, Ellenberg similarity, Gleason similarity, Dissimilarity coefficients",,'Springer Science and Business Media LLC'
limiting similarity hypothesis,19571817,Constraints on similarity as a constraint on induction.,,"Lassaline, Mary Elizabeth",1994,"For psychologists, the problem of induction has to do with distinguishing between generalizations people are likely to make and those that they are not. Similarity, an important construct in categorization, analogy, and problem solving, has been proposed as a constraint on induction. Feature models have been used to define the role played by similarity in influencing inductive inference. This thesis focuses on similarity of relational structure as an inductive constraint, as well as on overlap of features, which has been the focus of much previous work on the role of similarity in induction. In Experiment 1, inductive inferences were more likely to the extent that two concepts shared commonalities, and were less likely to the extent that concepts had differences. These results are consistent with predictions of feature models of similarity. Using novel concepts as stimuli, subjects either (1) rated the probability of conclusions for arguments that varied in the number of commonalities and differences between concepts contained in the premise, or (2) rated the similarity of the same set of concepts. Both likelihood judgments and similarity ratings increased with the number of commonalities between the two concepts. Experiments 2-4 evaluated a structural view of similarity that distinguishes between attributes and relations as an inductive constraint. This distinction is not made by feature models of similarity. In these experiments, similarity was decomposed into attributes and relations. Results show that for a relation to influence the perceived similarity between base and target concepts, it must be shared. Conversely, for a relation to influence the inductive strength of an argument, it must connect an attribute shared by the base and target concepts to the attribute being mapped from base to target. In other words, shared attributes and relations matter for similarity; shared attributes and the connectivity of mapped to shared features matters for induction. Experiments 5-7 extended results of Experiment 2-4, which used a causal relation, to arguments involving a relation of developmental precedence. A final experiment generalized results of earlier studies to familiar natural categories.PhDPsychologyUniversity of Michigan, Horace H. Rackham School of Graduate Studieshttp://deepblue.lib.umich.edu/bitstream/2027.42/104162/1/9500978.pdfDescription of 9500978.pdf : Restricted to UM users only",,Thesis,"Psychology, Experimental",,
limiting similarity hypothesis,86163150,How to Normalize Co-Occurrence Data? An Analysis of Some Well-Known Similarity Measures,,"Eck, Nees Jan, Waltman, Ludo",2009,"textabstractIn scientometric research, the use of co-occurrence data is very common. In many cases, a similarity measure is employed to normalize the data. However, there is no consensus among researchers on which similarity measure is most appropriate for normalization purposes. In this paper, we theoretically analyze the properties of similarity measures for co-occurrence data, focusing in particular on four well-known measures: the association strength, the cosine, the inclusion index, and the Jaccard index. We also study the behavior of these measures empirically. Our analysis reveals that there exist two fundamentally different types of similarity measures, namely set-theoretic measures and probabilistic measures. The association strength is a probabilistic measure, while the cosine, the inclusion index, and the Jaccard index are set-theoretic measures. Both our theoretical and our empirical results indicate that co-occurrence data can best be normalized using a probabilistic measure. This provides strong support for the use of the association strength in scientometric research",,info:eu-repo/semantics/workingpaper,,,Erasmus Research Institute of Management
limiting similarity hypothesis,103419099,Clustering by Pattern Similarity,,"Haixun Wang (王海勋, Jian Pei 裴 健",2007,"Abstract The task of clustering is to identify classes of similar objects among a set of objects. The definition of similarity varies from one clustering model to another. However, in most of these models the concept of similarity is often based on such metrics as Manhattan distance, Euclidean distance or other Lp distances. In other words, similar objects must have close values in at least a set of dimensions. In this paper, we explore a more general type of similarity. Under the pCluster model we proposed, two objects are similar if they exhibit a coherent pattern on a subset of dimensions. The new similarity concept models a wide range of applications. For instance, in DNA microarray analysis, the expression levels of two genes may rise and fall synchronously in response to a set of environmental stimuli. Although the magnitude of their expression levels may not be close, the patterns they exhibit can be very much alike. Discovery of such clusters of genes is essential in revealing significant connections in gene regulatory networks. E-commerce applications, such as collaborative filtering, can also benefit from the new model, because it is able to capture not only the closeness of values of certain leading indicators but also the closeness of (purchasing, browsing, etc.) patterns exhibited by the customers. In addition to the novel similarity model, this paper also introduces an effective and efficient algorithm to detect such clusters, and we perform tests on several real and synthetic data sets to show its performance",,text,clustering,,
limiting similarity hypothesis,105782705,Similarity by composition,,"Oren Boiman, Michal Irani",2007,"We propose a new approach for measuring similarity between two signals, which is applicable to many machine learning tasks, and to many signal types. We say that a signal S1 is “similar ” to a signal S2 if it is “easy ” to compose S1 from few large contiguous chunks of S2. Obviously, if we use small enough pieces, then any signal can be composed of any other. Therefore, the larger those pieces are, the more similar S1 is to S2. This induces a local similarity score at every point in the signal, based on the size of its supported surrounding region. These local scores can in turn be accumulated in a principled information-theoretic way into a global similarity score of the entire S1 to S2. “Similarity by Composition ” can be applied between pairs of signals, between groups of signals, and also between dif-ferent portions of the same signal. It can therefore be employed in a wide variety of machine learning problems (clustering, classification, retrieval, segmentation, attention, saliency, labelling, etc.), and can be applied to a wide range of signal types (images, video, audio, biological data, etc.) We show a few such examples. ",,text,,,
limiting similarity hypothesis,103659281,Identity Function,,"Purushottam Kar, Prateek Jain",2016,"I Proliferation of machine learning algorithms in diverse domains. necessitates working with non-explicit features. notions of distance/similarity more natural than hand-coded features Co-authorship graphs, Earth-mover’s distance. Typically end up with non-PSD similarity measures (kernels) I Goal: a model of learning with arbitrary similarity measures I Our Contributions:. develop a general notion of goodness for similarity measures. propose algorithms that make optimal ∗ use of any such measure. provide classifiers with provable error bounds Existing Work I Models of learning using similarity/distance functions [1, 2] I Direct use of indefinite kernels with SVMs [3] I Use of similarities as features as against kernels [4] I Can we take into account the suitability of these measures?. [1] defines a notion of suitability for similarities (BBS). [2] gives similar treatement to distances (DBOOST). Yield classifiers with bounded generalization error I This paper: a model with more flexible notion of suitability for similarities I All our results hold for (non-metric) distance functions as well What is a good similarity function? I Suitability of a similarity function to a given classification problem. Points with same label should be more similar than dissimilarly labeled points. Link a formal notion of suitability to error bounds (agnostic learning) [1]. Generalize the notion of suitability to be data dependent for more flexibility Definition 1. (Good Similarity Function",,text,1.5,,
